"","site_code","plot","block","nutyr","year.x","Treatment","after_n_treatment_yrs","pct_C_post","pct_N_post","ppm_P_post","ppm_K_post","ppm_Ca_post","ppm_Mg_post","ppm_S_post","ppm_Na_post","ppm_Zn_post","ppm_Mn_post","ppm_Fe_post","ppm_Cu_post","ppm_B_post","OrganicMatter_post","pH_post","pct_C_rerun_01","pct_C_rerun","pct_N_rerun_01","pct_N_rerun","pH_add_01","pH_add","pct_C_num","pct_N_num","ppm_P_num","ppm_K_num","ppm_Ca_num","ppm_Mg_num","ppm_S_num","ppm_Na_num","ppm_Zn_num","ppm_Mn_num","ppm_Fe_num","ppm_Cu_num","ppm_B_num","OrganicMatter_num","pH_num","pct_C_numu","pct_N_numu","pct_C_smith","pct_N_smith","pH_smith","year.y","site_name","continent","country","region","managed","burned","grazed","anthropogenic","habitat","elevation","latitude","longitude","RAIN_PET","MAT","MAT_RANGE","ISO","TEMP_VAR","MAX_TEMP","MIN_TEMP","ANN_TEMP_RANGE","TEMP_WET_Q","TEMP_DRY_Q","TEMP_WARM_Q","TEMP_COLD_Q","MAP","MAP_WET_M","MAP_DRY_M","MAP_VAR","MAP_WET_Q","MAP_DRY_Q","MAP_WARM_Q","MAP_COLD_Q","AI","PET","N_Dep","experiment_type","N","P","K","Exclose","trt.x","first_nutrient_year","first_fenced_year","year_trt","sum_INT_cover","sum_NAT_cover","sum_UNK_cover","total_cover","INT_rich","NAT_rich","UNK_rich","rich","site_year_rich","site_richness","site_native_richness","site_introduced_richness","plot_beta","dead_mass","live_mass","total_mass","unsorted_mass","proportion_par","Ambient_PAR","Ground_PAR","pct_C_pre","pct_N_pre","ppm_P_pre","ppm_K_pre","ppm_Ca_pre","ppm_Mg_pre","ppm_S_pre","ppm_Na_pre","ppm_Zn_pre","ppm_Mn_pre","ppm_Fe_pre","ppm_Cu_pre","ppm_B_pre","pH_pre","PercentSand.raw","PercentSilt.raw","PercentClay.raw","Classification","rich.vegan","shan","simpson","even","PercentSand.mean","PercentSilt.mean","PercentClay.mean","siteblock","PercentSiltClay","Sample_ID","trt.y","Rootsgperm2","percroots","totalbiomass","Light","gramminoidfraction","perennialfraction","lnroots","bulk_den","bulk_den_cm2","blockU","mgC_gsoil_post","mgC_cm3_post","soil_gCm2","controlsoilC","soil_gCm2_ln","mgC_cm3_post_ln","live_mass_ln"
"185","cowi.ca",2,1,2011,2011,"N",4,"5.787","0.466","16","124","3625","489","23","59","4.7","57","438","4.4","1.1","10.9","6.2",0,NA,0,NA,0,NA,5.787,0.466,16,124,3625,489,23,59,4.7,57,438,4.4,1.1,10.9,6.2,5.787,0.466,NA,NA,NA,2011,"Cowichan","North America","CA","Pacific Coast (North America)",0,0,0,0,"OLD FIELD",50,48.46,-123.38,51,9.8,7.4,0.4,40.44,20.3,1.8,18.5,5.3,15,15,4.8,764,128,17,64,376,61,61,339,1.0743,713,3.681,"Experimental (Full Factorial)","1","0","0","0","N",2008,2007,4,81,0,0,81,6,0,0,6,13,23,1,20,3.8333,905.1,1220.9,2126,NA,0.082267442,1720,141.5,5.314,0.437,45,101,4278,462,48,65,3.2,26,203,4.2,0.8,6,NA,NA,NA,NA,6,0.387298061,1.169383549,0.216155163,37.5,37.2,25.2,"cowi.ca.1",62.5,2,"N",925.9627688,0.431309715,2146.862769,0.074019107,0.513769851,0.546956753,6.830834027,0.8316976,8.316976,"cowi.ca.1",57.87,48.130340112,4813.0340112,4068.86724043401,8.47908293580629,3.8739127498182,7.10734357067481
"186","cowi.ca",3,1,2011,2011,"Control",4,"5.283","0.404","17","101","3630","471","25","58","4.2","41","289","5.8","0.9","10","6.3",0,NA,0,NA,0,NA,5.283,0.404,17,101,3630,471,25,58,4.2,41,289,5.8,0.9,10,6.3,5.283,0.404,NA,NA,NA,2011,"Cowichan","North America","CA","Pacific Coast (North America)",0,0,0,0,"OLD FIELD",50,48.46,-123.38,51,9.8,7.4,0.4,40.44,20.3,1.8,18.5,5.3,15,15,4.8,764,128,17,64,376,61,61,339,1.0743,713,3.681,"Experimental (Full Factorial)","0","0","0","0","Control",2008,2007,4,49,0,0,49,6,0,0,6,13,23,1,20,3.8333,695.8,818.6,1514.4,NA,0.075072464,1725,129.5,5.159,0.373,46,87,3903,476,48,70,3.2,22,171,3.6,0.8,5.9,37.5,37.2,25.2,"Loam",6,0.671378825,1.411522634,0.374703657,37.5,37.2,25.2,"cowi.ca.1",62.5,3,"Control",1698.736041,0.674814968,2517.336041,0.074019107,0.513769851,0.546956753,7.437639748,0.812615040816327,8.12615040816327,"cowi.ca.1",52.83,42.9304526063265,4293.04526063265,4068.86724043401,8.36475161106035,3.75958142507226,6.7075955640583
"189","cowi.ca",20,2,2011,2011,"N",4,"5.995","0.432","18","189","2511","236","28","37","4.8","59","262","4.2","0.6","10.8","5.6",0,NA,0,NA,0,NA,5.995,0.432,18,189,2511,236,28,37,4.8,59,262,4.2,0.6,10.8,5.6,5.995,0.432,NA,NA,NA,2011,"Cowichan","North America","CA","Pacific Coast (North America)",0,0,0,0,"OLD FIELD",50,48.46,-123.38,51,9.8,7.4,0.4,40.44,20.3,1.8,18.5,5.3,15,15,4.8,764,128,17,64,376,61,61,339,1.0743,713,3.681,"Experimental (Full Factorial)","1","0","0","0","N",2008,2007,4,100,0,0,100,1,0,0,1,13,23,1,20,23,532,788.6,1320.6,NA,0.03647541,1220,44.5,5.289,0.402,30,113,2401,192,41,43,2.4,35,177,2.8,0.4,5.3,NA,NA,NA,NA,1,0,1,NA,35.3,37.4,27.2,"cowi.ca.2",64.7,20,"N",1005.31354,0.560402448,1793.91354,0.074019107,0.513769851,0.546956753,6.913054752,0.651760995918367,6.51760995918367,"cowi.ca.2",59.95,39.0730717053061,3907.30717053061,4068.86724043401,8.27060371252533,3.66543352653723,6.67025922144353
"190","cowi.ca",21,3,2011,2011,"N",4,"5.614","0.4","16","167","2693","247","20","40","7.7","54","315","4.4","0.6","10.8","5.6",0,NA,0,NA,0,NA,5.614,0.4,16,167,2693,247,20,40,7.7,54,315,4.4,0.6,10.8,5.6,5.614,0.4,NA,NA,NA,2011,"Cowichan","North America","CA","Pacific Coast (North America)",0,0,0,0,"OLD FIELD",50,48.46,-123.38,51,9.8,7.4,0.4,40.44,20.3,1.8,18.5,5.3,15,15,4.8,764,128,17,64,376,61,61,339,1.0743,713,3.681,"Experimental (Full Factorial)","1","0","0","0","N",2008,2007,4,96,0,0,96,3,0,0,3,13,23,1,20,7.6667,639.9,1104.2,1744.1,NA,0.123943662,1775,220,5.783,0.422,36,152,2960,237,40,43,3.2,38,193,3.1,0.5,5.4,NA,NA,NA,NA,3,0.475221604,1.341094296,0.432565345,25.4,43.2,31.3,"cowi.ca.3",74.6,21,"N",1500.951078,0.576147422,2605.151078,0.074019107,0.513769851,0.546956753,7.313854238,0.791930579591837,7.91930579591837,"cowi.ca.3",56.14,44.4589827382857,4445.89827382857,4068.86724043401,8.39973721388194,3.79456702789385,7.00687636984994
"191","cowi.ca",25,3,2011,2011,"Control",4,"5.417","0.413","15","114","2936","394","19","46","3.5","33","339","4.7","0.7","10.5","5.7",0,NA,0,NA,0,NA,5.417,0.413,15,114,2936,394,19,46,3.5,33,339,4.7,0.7,10.5,5.7,5.417,0.413,NA,NA,NA,2011,"Cowichan","North America","CA","Pacific Coast (North America)",0,0,0,0,"OLD FIELD",50,48.46,-123.38,51,9.8,7.4,0.4,40.44,20.3,1.8,18.5,5.3,15,15,4.8,764,128,17,64,376,61,61,339,1.0743,713,3.681,"Experimental (Full Factorial)","0","0","0","0","Control",2008,2007,4,41,0,0,41,3,0,0,3,13,23,1,20,7.6667,649.6,876,1525.6,NA,0.072302558,1798,130,5.956,0.374,34,80,3025,375,40,58,2.5,24,195,3.7,0.5,5.4,25.4,43.2,31.3,"Clay Loam",3,0.30833869,1.160110421,0.280661971,25.4,43.2,31.3,"cowi.ca.3",74.6,25,"Control",2086.358372,0.70428966,2962.358372,0.074019107,0.513769851,0.546956753,7.643175419,0.709200979591837,7.09200979591837,"cowi.ca.3",54.17,38.4174170644898,3841.74170644898,4068.86724043401,8.25368111213803,3.64851092614993,6.77536609093639
"193","cowi.ca",5,1,2011,2011,"P",4,"5.455","0.429","39","86","3326","430","14","55","4","62","488","4.6","1","10.1","6.2",0,NA,0,NA,0,NA,5.455,0.429,39,86,3326,430,14,55,4,62,488,4.6,1,10.1,6.2,5.455,0.429,NA,NA,NA,2011,"Cowichan","North America","CA","Pacific Coast (North America)",0,0,0,0,"OLD FIELD",50,48.46,-123.38,51,9.8,7.4,0.4,40.44,20.3,1.8,18.5,5.3,15,15,4.8,764,128,17,64,376,61,61,339,1.0743,713,3.681,"Experimental (Full Factorial)","0","1","0","0","P",2008,2007,4,83,0,0,83,4,0,0,4,13,23,1,20,5.75,600.6,1014.3,1614.9,NA,0.139049826,1726,240,5.383,0.429,35,72,4071,486,45,64,2.8,27,152,4.2,0.9,6,NA,NA,NA,NA,4,0.545972925,1.349990202,0.393836216,37.5,37.2,25.2,"cowi.ca.1",62.5,5,"P",1394.49582,0.578918233,2408.79582,0.074019107,0.513769851,0.546956753,7.240288209,0.608615640816327,6.08615640816327,"cowi.ca.1",54.55,33.1999832065306,3319.99832065306,4068.86724043401,8.10771955608302,3.50254937009492,6.92195399838195
"195","cowi.ca",9,1,2011,2011,"NP",4,"5.583","0.424","51","113","2881","376","15","62","5.8","34","332","4.3","0.7","10.2","6",0,NA,0,NA,0,NA,5.583,0.424,51,113,2881,376,15,62,5.8,34,332,4.3,0.7,10.2,6,5.583,0.424,NA,NA,NA,2011,"Cowichan","North America","CA","Pacific Coast (North America)",0,0,0,0,"OLD FIELD",50,48.46,-123.38,51,9.8,7.4,0.4,40.44,20.3,1.8,18.5,5.3,15,15,4.8,764,128,17,64,376,61,61,339,1.0743,713,3.681,"Experimental (Full Factorial)","1","1","0","0","NP",2008,2007,4,95,0,0,95,3,0,0,3,13,23,1,20,7.6667,751.6,913.3,1664.9,NA,0.02043673,1786,36.5,4.619,0.316,41,103,3246,323,41,58,2,28,203,3.4,0.5,5.5,NA,NA,NA,NA,3,0.160289066,1.065651198,0.145901395,37.5,37.2,25.2,"cowi.ca.1",62.5,9,"NP",2104.252003,0.697337445,3017.552003,0.074019107,0.513769851,0.546956753,7.65171534,0.684599489795918,6.84599489795918,"cowi.ca.1",55.83,38.2211895153061,3822.11895153061,4068.86724043401,8.24856024716537,3.64339006117727,6.81706441369763
"196","cowi.ca",10,2,2011,2011,"Control",4,"5.696","0.417","25","128","2828","348","21","41","9.2","35","274","12.6","0.6","10.5","5.8",0,NA,0,NA,0,NA,5.696,0.417,25,128,2828,348,21,41,9.2,35,274,12.6,0.6,10.5,5.8,5.696,0.417,NA,NA,NA,2011,"Cowichan","North America","CA","Pacific Coast (North America)",0,0,0,0,"OLD FIELD",50,48.46,-123.38,51,9.8,7.4,0.4,40.44,20.3,1.8,18.5,5.3,15,15,4.8,764,128,17,64,376,61,61,339,1.0743,713,3.681,"Experimental (Full Factorial)","0","0","0","0","Control",2008,2007,4,44,0,0,44,5,0,0,5,13,23,1,20,4.6,804.9,580.6,1385.5,NA,0.16454646,1808,297.5,5.029,0.374,29,59,3676,423,41,72,2.1,18,206,4.7,0.8,5.8,35.3,37.4,27.2,"Clay Loam",5,0.505435121,1.267015707,0.314044498,35.3,37.4,27.2,"cowi.ca.2",64.7,10,"Control",1240.453383,0.681173542,1821.053383,0.074019107,0.513769851,0.546956753,7.123232223,0.714855118367347,7.14855118367347,"cowi.ca.2",56.96,40.7181475422041,4071.81475422041,4068.86724043401,8.31184406461705,3.70667387862896,6.36406205159053
"197","cowi.ca",11,2,2011,2011,"P",4,"5.708","0.433","41","124","2367","255","6","35","7.8","41","325","5.5","0.5","10.4","5.4",0,NA,0,NA,0,NA,5.708,0.433,41,124,2367,255,6,35,7.8,41,325,5.5,0.5,10.4,5.4,5.708,0.433,NA,NA,NA,2011,"Cowichan","North America","CA","Pacific Coast (North America)",0,0,0,0,"OLD FIELD",50,48.46,-123.38,51,9.8,7.4,0.4,40.44,20.3,1.8,18.5,5.3,15,15,4.8,764,128,17,64,376,61,61,339,1.0743,713,3.681,"Experimental (Full Factorial)","0","1","0","0","P",2008,2007,4,57,0,0,57,5,0,0,5,13,23,1,20,4.6,607.8,1395.4,2003.2,NA,0.238768719,1803,430.5,5.294,0.389,52,69,3432,418,43,69,2.5,22,169,4,0.7,6.1,NA,NA,NA,NA,5,0.351376331,1.154994668,0.218322389,35.3,37.4,27.2,"cowi.ca.2",64.7,11,"P",3489.992019,0.714372973,4885.392019,0.074019107,0.513769851,0.546956753,8.157654728,0.658144285714286,6.58144285714286,"cowi.ca.2",57.08,37.5668758285714,3756.68758285714,4068.86724043401,8.23129288610278,3.62612270011469,7.24093639150514
"200","cowi.ca",16,2,2011,2011,"NP",4,"5.896","0.423","109","131","2575","324","22","62","10.1","45","345","4.4","0.6","11","5.6",0,NA,0,NA,0,NA,5.896,0.423,109,131,2575,324,22,62,10.1,45,345,4.4,0.6,11,5.6,5.896,0.423,NA,NA,NA,2011,"Cowichan","North America","CA","Pacific Coast (North America)",0,0,0,0,"OLD FIELD",50,48.46,-123.38,51,9.8,7.4,0.4,40.44,20.3,1.8,18.5,5.3,15,15,4.8,764,128,17,64,376,61,61,339,1.0743,713,3.681,"Experimental (Full Factorial)","1","1","0","0","NP",2008,2007,4,97,0,0,97,3,0,0,3,13,23,1,20,7.6667,584.5,1215.4,1799.9,NA,0.015340909,1760,27,5.013,0.392,46,89,2983,305,42,51,2.2,23,179,3.3,0.4,5.4,NA,NA,NA,NA,3,0.157638773,1.064246126,0.143488995,35.3,37.4,27.2,"cowi.ca.2",64.7,16,"NP",2078.359606,0.630999179,3293.759606,0.074019107,0.513769851,0.546956753,7.639334211,0.693681065306123,6.93681065306123,"cowi.ca.2",58.96,40.899435610449,4089.9435610449,4068.86724043401,8.31628644968611,3.71111626369802,7.10282851970126
"203","cowi.ca",30,3,2011,2011,"P",4,"5.49","0.392","124","102","2415","295","21","43","5.9","52","290","9.5","0.4","10.1","5.6",0,NA,0,NA,0,NA,5.49,0.392,124,102,2415,295,21,43,5.9,52,290,9.5,0.4,10.1,5.6,5.49,0.392,NA,NA,NA,2011,"Cowichan","North America","CA","Pacific Coast (North America)",0,0,0,0,"OLD FIELD",50,48.46,-123.38,51,9.8,7.4,0.4,40.44,20.3,1.8,18.5,5.3,15,15,4.8,764,128,17,64,376,61,61,339,1.0743,713,3.681,"Experimental (Full Factorial)","0","1","0","0","P",2008,2007,4,112,0,0,112,4,0,0,4,13,23,1,20,5.75,680.9,1064.4,1745.3,NA,0.130898876,1780,233,6.929,0.513,50,80,3436,438,49,52,3.5,20,185,3.9,0.8,5.9,NA,NA,NA,NA,4,0.450751342,1.268095431,0.325148363,25.4,43.2,31.3,"cowi.ca.3",74.6,30,"P",1333.936224,0.556192335,2398.336224,0.074019107,0.513769851,0.546956753,7.195889418,0.737839359183674,7.37839359183674,"cowi.ca.3",54.9,40.5073808191837,4050.73808191837,4068.86724043401,8.30665438594543,3.70148419995734,6.97016653910353
"204","elliot.us",8,1,2011,2011,"NP",3,"1.78","0.165","98","456","1631","1104","15","164","8.3","103","722","1.3","0.6","3.5","5.8",0,NA,0,NA,0,NA,1.78,0.165,98,456,1631,1104,15,164,8.3,103,722,1.3,0.6,3.5,5.8,1.78,0.165,NA,NA,NA,2011,"Elliott Chaparral","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",200,32.875,-117.052243,-971,17.2,12.1,0.53,35.93,29,6.5,22.5,13.3,21.5,22.2,13,331,64,1,87,183,5,10,167,0.2565,1302,6.6312,"Experimental (Full Factorial)","1","1","0","0","NP",2009,2009,3,136,2,0,141,5,2,0,8,28,41,16,19,5.125,235.6,450.9,686.5,NA,0.190288714,1905,362.5,1.344,0.106,16,193,1307,1085,21,164,3.3,59,218,1.3,0.4,5.8,NA,NA,NA,NA,8,1.25575049,2.673255345,0.603888335,56.7,25.7,17.5,"elliot.us.1",43.3,128,"NP",73.26732673,0.139778508,524.1673267,0.525715301,0.69846711,0.110758512,4.294114762,1.27629531996339,12.7629531996339,"elliot.us.1",17.8,22.7180566953483,2271.80566953483,3363.85016672041,7.72833024340774,3.12316005741965,6.11124558542704
"205","elliot.us",12,2,2011,2011,"N",3,"1.846","0.147","10","303","1655","892","10","129","435.2","141","386","1.8","0.5","3.2","6.3",0,NA,0,NA,0,NA,1.846,0.147,10,303,1655,892,10,129,435.2,141,386,1.8,0.5,3.2,6.3,1.846,0.147,NA,NA,NA,2011,"Elliott Chaparral","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",200,32.875,-117.052243,-971,17.2,12.1,0.53,35.93,29,6.5,22.5,13.3,21.5,22.2,13,331,64,1,87,183,5,10,167,0.2565,1302,6.6312,"Experimental (Full Factorial)","1","0","0","0","N",2009,2009,3,238,1,0,242,8,1,0,10,28,41,16,19,4.1,150.05,355.3,505.35,NA,0.232688391,1964,457,1.42,0.109,13,245,1338,978,24,148,2.7,89,222,1.4,0.4,5.7,NA,NA,NA,NA,10,1.820856061,4.92382714,0.79078774,49,27.4,23.5,"elliot.us.2",51,132,"N",72.27722772,0.169039002,427.5772277,0.525715301,0.69846711,0.110758512,4.28050911,1.18306023221081,11.8306023221081,"elliot.us.2",18.46,21.8392918866115,2183.92918866115,3363.85016672041,7.68888091356497,3.08371072757688,5.87296250302698
"208","elliot.us",11,2,2011,2011,"NP",3,"1.733","0.144","59","322","1634","948","11","151","435.2","137","793","1","0.6","2.9","6.2",0,NA,0,NA,0,NA,1.733,0.144,59,322,1634,948,11,151,435.2,137,793,1,0.6,2.9,6.2,1.733,0.144,NA,NA,NA,2011,"Elliott Chaparral","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",200,32.875,-117.052243,-971,17.2,12.1,0.53,35.93,29,6.5,22.5,13.3,21.5,22.2,13,331,64,1,87,183,5,10,167,0.2565,1302,6.6312,"Experimental (Full Factorial)","1","1","0","0","NP",2009,2009,3,207,1,0,208,7,1,0,8,28,41,16,19,5.125,279.8,469.95,749.75,NA,0.084183673,1960,165,1.716,0.134,16,292,1561,1164,28,208,4.5,78,322,1.7,0.5,5.6,NA,NA,NA,NA,8,1.639168222,4.081509434,0.788273288,49,27.4,23.5,"elliot.us.2",51,131,"NP",57.42574257,0.108889617,527.3757426,0.525715301,0.69846711,0.110758512,4.05049268,1.27337535727339,12.7337535727339,"elliot.us.2",17.33,22.0675949415479,2206.75949415479,3363.85016672041,7.69928042621568,3.09411024022759,6.15262630606631
"209","elliot.us",1,1,2011,2011,"P",3,"2.075","0.16","110","358","2080","921","11","125","14.7","94","297","8.1","0.4","3.9","6",0,NA,0,NA,0,NA,2.075,0.16,110,358,2080,921,11,125,14.7,94,297,8.1,0.4,3.9,6,2.075,0.16,NA,NA,NA,2011,"Elliott Chaparral","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",200,32.875,-117.052243,-971,17.2,12.1,0.53,35.93,29,6.5,22.5,13.3,21.5,22.2,13,331,64,1,87,183,5,10,167,0.2565,1302,6.6312,"Experimental (Full Factorial)","0","1","0","0","P",2009,2009,3,102,9,0,113,6,2,0,9,28,41,16,19,4.5556,443.75,250.55,694.3,NA,0.40234375,1920,772.5,2.373,0.167,15,327,1634,877,21,98,4.7,58,151,1.4,0.4,5.8,NA,NA,NA,NA,9,1.633797986,3.743476986,0.743573508,56.7,25.7,17.5,"elliot.us.1",43.3,121,"P",63.36633663,0.201857404,313.9163366,0.525715301,0.69846711,0.110758512,4.148932753,1.26604149749387,12.6604149749387,"elliot.us.1",20.75,26.2703610729979,2627.03610729979,3363.85016672041,7.87361153428076,3.26844134829267,5.52365850140573
"211","elliot.us",3,1,2011,2011,"N",3,"2.453","0.192","15","367","1607","940","11","165","435.2","163","536","1.6","0.6","5.5","5.9",0,NA,0,NA,0,NA,2.453,0.192,15,367,1607,940,11,165,435.2,163,536,1.6,0.6,5.5,5.9,2.453,0.192,NA,NA,NA,2011,"Elliott Chaparral","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",200,32.875,-117.052243,-971,17.2,12.1,0.53,35.93,29,6.5,22.5,13.3,21.5,22.2,13,331,64,1,87,183,5,10,167,0.2565,1302,6.6312,"Experimental (Full Factorial)","1","0","0","0","N",2009,2009,3,85,37,0,122,6,4,0,10,28,41,16,19,4.1,456.85,156.6,613.45,NA,0.186528497,1930,360,1.558,0.128,16,299,1360,958,22,135,3.3,59,169,1.2,0.4,5.7,NA,NA,NA,NA,10,1.690905234,3.537072243,0.734350813,56.7,25.7,17.5,"elliot.us.1",43.3,123,"N",213.8613861,0.577283879,370.4613861,0.525715301,0.69846711,0.110758512,5.365328077,1.19120896529916,11.9120896529916,"elliot.us.1",24.53,29.2203559187884,2922.03559187884,3363.85016672041,7.98003577289315,3.37486558690506,5.0536947835567
"213","elliot.us",6,1,2011,2011,"Control",3,"2.258","0.173","16","447","1481","1083","13","180","435.2","133","1295","1.2","0.9","4","6.4",0,NA,0,NA,0,NA,2.258,0.173,16,447,1481,1083,13,180,435.2,133,1295,1.2,0.9,4,6.4,2.258,0.173,NA,NA,NA,2011,"Elliott Chaparral","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",200,32.875,-117.052243,-971,17.2,12.1,0.53,35.93,29,6.5,22.5,13.3,21.5,22.2,13,331,64,1,87,183,5,10,167,0.2565,1302,6.6312,"Experimental (Full Factorial)","0","0","0","0","Control",2009,2009,3,135,19,0,154,5,4,0,9,28,41,16,19,4.5556,272.35,220,492.35,NA,0.445767196,1890,842.5,1.924,0.143,16,222,1251,1053,21,151,4.7,62,218,1.3,0.4,5.9,56.7,25.7,17.5,"Sandy Loam",9,1.535086096,2.960799001,0.69864779,56.7,25.7,17.5,"elliot.us.1",43.3,126,"Control",131.6831683,0.374436937,351.6831683,0.525715301,0.69846711,0.110758512,4.880398797,1.31479808380586,13.1479808380586,"elliot.us.1",22.58,29.6881407323363,2968.81407323363,3363.85016672041,7.99591785011296,3.39074766412487,5.39362754635236
"214","elliot.us",24,3,2011,2011,"N",3,"3.776","0.246","42","376","1871","638","10","137","435.2","175","618","1","0.6","5.9","5.9",0,NA,0,NA,0,NA,3.776,0.246,42,376,1871,638,10,137,435.2,175,618,1,0.6,5.9,5.9,3.776,0.246,NA,NA,NA,2011,"Elliott Chaparral","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",200,32.875,-117.052243,-971,17.2,12.1,0.53,35.93,29,6.5,22.5,13.3,21.5,22.2,13,331,64,1,87,183,5,10,167,0.2565,1302,6.6312,"Experimental (Full Factorial)","1","0","0","0","N",2009,2009,3,121,3,0,124,8,1,0,9,28,41,16,19,4.5556,338.7,643.9,982.6,NA,0.075757576,1650,125,4.111,0.287,28,285,1907,759,26,180,10.9,86,323,1.5,0.7,5.9,NA,NA,NA,NA,9,1.283840145,2.825431827,0.58430083,57,23.6,19.3,"elliot.us.3",43,144,"N",126.7326733,0.164452764,770.6326733,0.525715301,0.69846711,0.110758512,4.842079933,1.28580217523313,12.8580217523313,"elliot.us.3",37.76,48.5518901368031,4855.18901368031,3363.85016672041,8.48780331172462,3.88263312573653,6.46754343454414
"217","elliot.us",27,3,2011,2011,"NP",3,"2.114","0.174","90","301","1782","789","13","96","435.2","109","302","2.1","0.4","3.4","5.7",0,NA,0,NA,0,NA,2.114,0.174,90,301,1782,789,13,96,435.2,109,302,2.1,0.4,3.4,5.7,2.114,0.174,NA,NA,NA,2011,"Elliott Chaparral","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",200,32.875,-117.052243,-971,17.2,12.1,0.53,35.93,29,6.5,22.5,13.3,21.5,22.2,13,331,64,1,87,183,5,10,167,0.2565,1302,6.6312,"Experimental (Full Factorial)","1","1","0","0","NP",2009,2009,3,46,16,0,62,5,3,0,8,28,41,16,19,5.125,413.65,375.1,788.75,NA,0.079387187,1795,142.5,2.346,0.168,16,239,1232,681,27,109,4.7,70,267,1.3,0.5,5.3,NA,NA,NA,NA,8,1.626147054,4.098081023,0.78201143,57,23.6,19.3,"elliot.us.3",43,147,"NP",73.26732673,0.163409157,448.3673267,0.525715301,0.69846711,0.110758512,4.294114762,0.960464006680614,9.60464006680614,"elliot.us.3",21.14,20.3042091012282,2030.42091012282,3363.85016672041,7.61599839543094,3.01082820944285,5.92719265708784
"219","elliot.us",29,3,2011,2011,"Control",3,"4.858","0.288","24","314","1894","602","8","126","435.2","161","398","1.7","0.6","7","6.4",0,NA,0,NA,0,NA,4.858,0.288,24,314,1894,602,8,126,435.2,161,398,1.7,0.6,7,6.4,4.858,0.288,NA,NA,NA,2011,"Elliott Chaparral","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",200,32.875,-117.052243,-971,17.2,12.1,0.53,35.93,29,6.5,22.5,13.3,21.5,22.2,13,331,64,1,87,183,5,10,167,0.2565,1302,6.6312,"Experimental (Full Factorial)","0","0","0","0","Control",2009,2009,3,115,1,0,116,7,1,0,8,28,41,16,19,5.125,289.3,467.3,756.6,NA,0.212427746,1730,367.5,2.655,0.191,18,299,1876,781,26,127,6.8,95,194,1.4,0.5,5.8,57,23.6,19.3,"Sandy Loam",8,0.990481501,1.792699174,0.476320917,57,23.6,19.3,"elliot.us.3",43,149,"Control",48.51485149,0.094054778,515.8148515,0.525715301,0.69846711,0.110758512,3.881869967,1.10102965245471,11.0102965245471,"elliot.us.3",48.58,53.48802051625,5348.802051625,3363.85016672041,8.5846278992331,3.97945771324501,6.14697144970638
"222","elliot.us",16,2,2011,2011,"Control",3,"1.356","0.108","10","309","1363","976","11","139","435.2","138","739","1","0.5","2.6","6.4",0,NA,0,NA,0,NA,1.356,0.108,10,309,1363,976,11,139,435.2,138,739,1,0.5,2.6,6.4,1.356,0.108,NA,NA,NA,2011,"Elliott Chaparral","North America","US","Pacific Coast (North America)",0,0,0,0,"ANNUAL GRASSLAND",200,32.875,-117.052243,-971,17.2,12.1,0.53,35.93,29,6.5,22.5,13.3,21.5,22.2,13,331,64,1,87,183,5,10,167,0.2565,1302,6.6312,"Experimental (Full Factorial)","0","0","0","0","Control",2009,2009,3,133,12,0,146,8,4,0,13,28,41,16,19,3.1538,107.75,249.1,356.85,NA,0.512295082,1830,937.5,2.221,0.161,14,265,1435,1104,25,188,3.7,83,280,1.5,0.5,5.7,49,27.4,23.5,"Loam",13,1.72993883,3.956198961,0.674453406,49,27.4,23.5,"elliot.us.2",51,136,"Control",204.950495,0.451382605,454.050495,0.525715301,0.69846711,0.110758512,5.322768462,1.3082111912261,13.082111912261,"elliot.us.2",13.56,17.739343753026,1773.9343753026,3363.85016672041,7.48095516968393,2.87578498369584,5.51785442226813
