"","site_code","plot","block","nutyr","year.x","Treatment","after_n_treatment_yrs","pct_C_post","pct_N_post","ppm_P_post","ppm_K_post","ppm_Ca_post","ppm_Mg_post","ppm_S_post","ppm_Na_post","ppm_Zn_post","ppm_Mn_post","ppm_Fe_post","ppm_Cu_post","ppm_B_post","OrganicMatter_post","pH_post","pct_C_rerun_01","pct_C_rerun","pct_N_rerun_01","pct_N_rerun","pH_add_01","pH_add","pct_C_num","pct_N_num","ppm_P_num","ppm_K_num","ppm_Ca_num","ppm_Mg_num","ppm_S_num","ppm_Na_num","ppm_Zn_num","ppm_Mn_num","ppm_Fe_num","ppm_Cu_num","ppm_B_num","OrganicMatter_num","pH_num","pct_C_numu","pct_N_numu","pct_C_smith","pct_N_smith","pH_smith","year.y","site_name","continent","country","region","managed","burned","grazed","anthropogenic","habitat","elevation","latitude","longitude","RAIN_PET","MAT","MAT_RANGE","ISO","TEMP_VAR","MAX_TEMP","MIN_TEMP","ANN_TEMP_RANGE","TEMP_WET_Q","TEMP_DRY_Q","TEMP_WARM_Q","TEMP_COLD_Q","MAP","MAP_WET_M","MAP_DRY_M","MAP_VAR","MAP_WET_Q","MAP_DRY_Q","MAP_WARM_Q","MAP_COLD_Q","AI","PET","N_Dep","experiment_type","N","P","K","Exclose","trt.x","first_nutrient_year","first_fenced_year","year_trt","sum_INT_cover","sum_NAT_cover","sum_UNK_cover","total_cover","INT_rich","NAT_rich","UNK_rich","rich","site_year_rich","site_richness","site_native_richness","site_introduced_richness","plot_beta","dead_mass","live_mass","total_mass","unsorted_mass","proportion_par","Ambient_PAR","Ground_PAR","pct_C_pre","pct_N_pre","ppm_P_pre","ppm_K_pre","ppm_Ca_pre","ppm_Mg_pre","ppm_S_pre","ppm_Na_pre","ppm_Zn_pre","ppm_Mn_pre","ppm_Fe_pre","ppm_Cu_pre","ppm_B_pre","pH_pre","PercentSand.raw","PercentSilt.raw","PercentClay.raw","Classification","rich.vegan","shan","simpson","even","PercentSand.mean","PercentSilt.mean","PercentClay.mean","siteblock","PercentSiltClay","Sample_ID","trt.y","Rootsgperm2","percroots","totalbiomass","Light","gramminoidfraction","perennialfraction","lnroots","bulk_den","bulk_den_cm2","blockU","mgC_gsoil_post","mgC_cm3_post","soil_gCm2","controlsoilC","soil_gCm2_ln","mgC_cm3_post_ln","live_mass_ln"
"394","lancaster.uk",12,2,2011,2011,"N",3,"20.862","1.201","67","163","1172","113","58","39","17.1","105","540","2.5","0.3","33.1","4.4",0,NA,0,NA,0,NA,20.862,1.201,67,163,1172,113,58,39,17.1,105,540,2.5,0.3,33.1,4.4,20.862,1.201,NA,NA,NA,2011,"Lancaster","Europe","UK","Europe",1,0,1,0,"MESIC GRASSLAND",180,53.98562471,-2.628417566,723,8,6.9,0.35,45.42,18.5,-0.7,19.2,3.3,10,13.9,2.3,1322,153,76,23,430,242,287,378,2.2003,599,12.9586,"Experimental (Full Factorial)","1","0","0","0","N",2009,2009,3,0,108,0,108,0,10,0,10,19,30,28,0,3,NA,338.45,338.45,NA,0.920986412,198.7,183,16.216,0.902,38,107,1270,143,36,46,5.2,37,410,2.3,0.4,4.5,NA,NA,NA,NA,10,1.336651158,2.271912739,0.580500222,50.55,30.05,19.3,"lancaster.uk.2",49.45,372,"N",424.5602133,0.556427956,763.0102133,0.798113088,0.759666919,0.958360399,6.051053841,0.243318114285714,2.43318114285714,"lancaster.uk.2",208.62,50.7610250022857,5076.10250022857,4810.7528913752,8.53229902174084,3.92712883575274,5.82437637095462
"395","look.us",5,1,2011,2011,"N",4,"15.387","1.042","37","104","267","40","23","22","150.9","46","63","1.1","0.1","30.3","4.5",0,NA,0,NA,0,NA,15.387,1.042,37,104,267,40,23,22,150.9,46,63,1.1,0.1,30.3,4.5,15.387,1.042,NA,NA,NA,2011,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"MONTANE GRASSLAND",1500.492,44.20517707,-122.1284473,1078,4.8,11.7,0.4,58.66,22.3,-6.6,28.9,-1.4,12.6,12.7,-2,1898,325,26,65,917,129,133,850,2.3085,820,2.8441,"Experimental (Full Factorial)","1","0","0","0","N",2008,2008,4,2,92.5,0,94.5,1,6,0,7,24,50,31,2,7.1429,74.4,133.35,207.75,NA,NA,NA,NA,13.706,0.951,41,163,433,45,40,105,1.4,24,70,1.4,0.4,5.1,NA,NA,NA,NA,7,1.393276801,3.479883098,0.716002639,70,29.1,0.8,"look.us.1",30,395,"N",410.4998721,0.754803657,543.8498721,0.321397425,0.257861681,0.450147907,6.017375617,0.408954352785146,4.08954352785146,"look.us.1",153.87,62.9258062630504,6292.58062630504,6952.33527639699,8.74712654000725,4.14195635401916,4.89297725062802
"396","look.us",7,1,2011,2011,"Control",4,"17.43","1.262","54","120","248","41","26","30","67.9","41","81","1.1","0.2","33.3","4.7",0,NA,0,NA,0,NA,17.43,1.262,54,120,248,41,26,30,67.9,41,81,1.1,0.2,33.3,4.7,17.43,1.262,NA,NA,NA,2011,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"MONTANE GRASSLAND",1500.492,44.20517707,-122.1284473,1078,4.8,11.7,0.4,58.66,22.3,-6.6,28.9,-1.4,12.6,12.7,-2,1898,325,26,65,917,129,133,850,2.3085,820,2.8441,"Experimental (Full Factorial)","0","0","0","0","Control",2008,2008,4,0.5,84,0,84.5,1,6,0,7,24,50,31,2,7.1429,114.300005,31.8,146.100005,NA,NA,NA,NA,17.355,1.262,71,115,419,27,37,36,3,37,91,1.2,0.3,4.8,70,29.1,0.8,"Sandy Loam",7,1.184497795,2.854102129,0.608711453,70,29.1,0.8,"look.us.1",30,397,"Control",1105.323747,0.972034706,1137.123747,0.321397425,0.257861681,0.450147907,7.007893555,0.28835850397878,2.8835850397878,"look.us.1",174.3,50.2608872435013,5026.08872435013,6952.33527639699,8.52239737102177,3.91722718503367,3.45946628978613
"400","look.us",1,1,2011,2011,"NP",4,"18.551","1.245","130","125","403","80","30","20","150.5","66","162","1.1","0.2","34.7","5.6",0,NA,0,NA,0,NA,18.551,1.245,130,125,403,80,30,20,150.5,66,162,1.1,0.2,34.7,5.6,18.551,1.245,NA,NA,NA,2011,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"MONTANE GRASSLAND",1500.492,44.20517707,-122.1284473,1078,4.8,11.7,0.4,58.66,22.3,-6.6,28.9,-1.4,12.6,12.7,-2,1898,325,26,65,917,129,133,850,2.3085,820,2.8441,"Experimental (Full Factorial)","1","1","0","0","NP",2008,2008,4,5,55.5,0,61,2,5,0,8,24,50,31,2,6.25,30.45,125.15,155.6,NA,NA,NA,NA,16.497,1.144,75,181,447,61,53,163,2.4,28,105,1.3,0.5,4.8,NA,NA,NA,NA,8,1.430395846,2.994768612,0.687874998,70,29.1,0.8,"look.us.1",30,391,"NP",1296.680006,0.911979632,1421.830006,0.321397425,0.257861681,0.450147907,7.167562435,0.435847076923077,4.35847076923077,"look.us.1",185.51,80.85399124,8085.399124,6952.33527639699,8.99781513677914,4.39264495079105,4.82951301787778
"402","look.us",3,1,2011,2011,"P",4,"16.637","1.173","87","177","618","82","27","21","243.4","62","117","1.2","0.3","31.9","6.1",0,NA,0,NA,0,NA,16.637,1.173,87,177,618,82,27,21,243.4,62,117,1.2,0.3,31.9,6.1,16.637,1.173,NA,NA,NA,2011,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"MONTANE GRASSLAND",1500.492,44.20517707,-122.1284473,1078,4.8,11.7,0.4,58.66,22.3,-6.6,28.9,-1.4,12.6,12.7,-2,1898,325,26,65,917,129,133,850,2.3085,820,2.8441,"Experimental (Full Factorial)","0","1","0","0","P",2008,2008,4,2,134,0,136,1,5,0,6,24,50,31,2,8.3333,46.95,112.7,159.65,NA,NA,NA,NA,15.311,1.126,97,178,365,42,33,34,3.6,34,94,1.2,0.3,5,NA,NA,NA,NA,6,0.890687809,2.135796767,0.497102331,70,29.1,0.8,"look.us.1",30,393,"P",678.3873407,0.857537854,791.0873407,0.321397425,0.257861681,0.450147907,6.519718424,0.447828159151194,4.47828159151194,"look.us.1",166.37,74.5051708379841,7450.51708379841,6952.33527639699,8.9160387161863,4.31086853019821,4.72472942104573
"403","look.us",21,3,2011,2011,"P",4,"16.147","1.128","64","135","506","61","26","28","114.3","45","72","1.3","0.2","31.6","5",0,NA,0,NA,0,NA,16.147,1.128,64,135,506,61,26,28,114.3,45,72,1.3,0.2,31.6,5,16.147,1.128,NA,NA,NA,2011,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"MONTANE GRASSLAND",1500.492,44.20517707,-122.1284473,1078,4.8,11.7,0.4,58.66,22.3,-6.6,28.9,-1.4,12.6,12.7,-2,1898,325,26,65,917,129,133,850,2.3085,820,2.8441,"Experimental (Full Factorial)","0","1","0","0","P",2008,2008,4,2,58,0,61,1,4,0,6,24,50,31,2,8.3333,154.700005,270.800005,425.50001,NA,NA,NA,NA,18.548,1.329,56,152,445,41,38,25,3.1,33,90,1.3,0.3,5.1,NA,NA,NA,NA,6,1.247380594,2.750184775,0.696176365,72,27.1,0.8,"look.us.3",28,411,"P",338.8559975,0.555815076,609.6560025,0.321397425,0.257861681,0.450147907,5.825575231,0.400671694960212,4.00671694960212,"look.us.3",161.47,64.6964585852255,6469.64585852254,6952.33527639699,8.77487665006528,4.16970646407719,5.60138055950193
"404","look.us",22,3,2011,2011,"NP",4,"13.922","1.04","50","76","321","28","21","18","56","23","67","1.1","0.1","29.6","4.8",0,NA,0,NA,0,NA,13.922,1.04,50,76,321,28,21,18,56,23,67,1.1,0.1,29.6,4.8,13.922,1.04,NA,NA,NA,2011,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"MONTANE GRASSLAND",1500.492,44.20517707,-122.1284473,1078,4.8,11.7,0.4,58.66,22.3,-6.6,28.9,-1.4,12.6,12.7,-2,1898,325,26,65,917,129,133,850,2.3085,820,2.8441,"Experimental (Full Factorial)","1","1","0","0","NP",2008,2008,4,3,97,0,102,1,10,0,12,24,50,31,2,4.1667,5.95,10.6,16.55,NA,NA,NA,NA,17.025,1.268,37,175,1076,40,35,26,1.1,17,71,1.2,0.3,5.3,NA,NA,NA,NA,12,2.015641414,5.679039301,0.811153777,72,27.1,0.8,"look.us.3",28,412,"NP",208.9568489,0.951720932,219.5568489,0.321397425,0.257861681,0.450147907,5.342127766,0.41376425464191,4.1376425464191,"look.us.3",139.22,57.6042595312467,5760.42595312467,6952.33527639699,8.65876670115101,4.05359651516292,2.36085400111802
"405","look.us",23,3,2011,2011,"Control",4,"14.899","1.042","23","108","356","48","19","21","58.3","31","65","1.2","0.2","29","4.8",0,NA,0,NA,0,NA,14.899,1.042,23,108,356,48,19,21,58.3,31,65,1.2,0.2,29,4.8,14.899,1.042,NA,NA,NA,2011,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"MONTANE GRASSLAND",1500.492,44.20517707,-122.1284473,1078,4.8,11.7,0.4,58.66,22.3,-6.6,28.9,-1.4,12.6,12.7,-2,1898,325,26,65,917,129,133,850,2.3085,820,2.8441,"Experimental (Full Factorial)","0","0","0","0","Control",2008,2008,4,0,101.5,0,101.5,0,10,0,10,24,50,31,2,5,16.1,73.5,89.6,NA,NA,NA,NA,12.999,0.875,19,122,481,33,29,25,0.9,18,55,1.3,0.3,5.2,72,27.1,0.8,"Loamy Sand",10,1.769999188,4.492423417,0.76870088,72,27.1,0.8,"look.us.3",28,413,"Control",408.2008624,0.847415677,481.7008624,0.321397425,0.257861681,0.450147907,6.011759363,0.523393832891247,5.23393832891247,"look.us.3",148.99,77.9804471624668,7798.04471624668,6952.33527639699,8.96162830384858,4.35645811786049,4.29728540621879
"410","look.us",14,2,2011,2011,"P",4,"15.616","1.189","113","129","604","45","32","18","170.5","50","93","1","0.2","33.3","4.9",0,NA,0,NA,0,NA,15.616,1.189,113,129,604,45,32,18,170.5,50,93,1,0.2,33.3,4.9,15.616,1.189,NA,NA,NA,2011,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"MONTANE GRASSLAND",1500.492,44.20517707,-122.1284473,1078,4.8,11.7,0.4,58.66,22.3,-6.6,28.9,-1.4,12.6,12.7,-2,1898,325,26,65,917,129,133,850,2.3085,820,2.8441,"Experimental (Full Factorial)","0","1","0","0","P",2008,2008,4,1,99,0,104,1,4,0,6,24,50,31,2,8.3333,25.3,45.9,71.2,NA,NA,NA,NA,16.885,1.337,41,95,1143,35,33,26,1.6,23,67,1.1,0.3,5.2,NA,NA,NA,NA,6,1.101539826,2.15200955,0.614781082,68,31.1,0.8,"look.us.2",32,404,"P",330.7335497,0.878130878,376.6335497,0.321397425,0.257861681,0.450147907,5.801313065,0.416467623342175,4.16467623342175,"look.us.2",156.16,65.0355840611141,6503.55840611141,6952.33527639699,8.7801047531833,4.17493456719521,3.8264651170665
"411","look.us",15,2,2011,2011,"NP",4,"15.644","1.247","72","64","251","27","27","18","140.6","30","97","1","0.1","26.8","4.4",0,NA,0,NA,0,NA,15.644,1.247,72,64,251,27,27,18,140.6,30,97,1,0.1,26.8,4.4,15.644,1.247,NA,NA,NA,2011,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"MONTANE GRASSLAND",1500.492,44.20517707,-122.1284473,1078,4.8,11.7,0.4,58.66,22.3,-6.6,28.9,-1.4,12.6,12.7,-2,1898,325,26,65,917,129,133,850,2.3085,820,2.8441,"Experimental (Full Factorial)","1","1","0","0","NP",2008,2008,4,0,89.5,0,90.5,0,7,0,8,24,50,31,2,6.25,6.2,28.6,34.8,NA,NA,NA,NA,16.392,1.297,45,81,269,20,27,23,1.3,16,88,1.1,0.3,5.2,NA,NA,NA,NA,8,1.502049152,3.725804617,0.722332954,68,31.1,0.8,"look.us.2",32,405,"NP",202.2030049,0.876084802,230.8030049,0.321397425,0.257861681,0.450147907,5.309272167,0.598086527851459,5.98086527851459,"look.us.2",156.44,93.5646564170822,9356.46564170822,6952.33527639699,9.14382289578031,4.53865270979222,3.35340671782581
"413","look.us",17,2,2011,2011,"Control",4,"19.61","1.375","71","137","634","72","24","24","100.4","57","95","1.2","0.2","37.2","5",0,NA,0,NA,0,NA,19.61,1.375,71,137,634,72,24,24,100.4,57,95,1.2,0.2,37.2,5,19.61,1.375,NA,NA,NA,2011,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"MONTANE GRASSLAND",1500.492,44.20517707,-122.1284473,1078,4.8,11.7,0.4,58.66,22.3,-6.6,28.9,-1.4,12.6,12.7,-2,1898,325,26,65,917,129,133,850,2.3085,820,2.8441,"Experimental (Full Factorial)","0","0","0","0","Control",2008,2008,4,0,90.5,0,90.5,0,5,0,5,24,50,31,2,10,29.6,22.8,52.4,NA,NA,NA,NA,19.35,1.374,70,181,1145,70,46,26,4.6,38,94,1.4,0.4,5.2,68,31.1,0.8,"Sandy Loam",5,1.042231096,2.468243803,0.64757459,68,31.1,0.8,"look.us.2",32,407,"Control",1451.053296,0.984530346,1473.853296,0.321397425,0.257861681,0.450147907,7.280044983,0.409631432360743,4.09631432360743,"look.us.2",196.1,80.3287238859416,8032.87238859416,6952.33527639699,8.99129745015122,4.38612726416313,3.1267605359604
"415","look.us",20,2,2011,2011,"N",4,"15.723","1.18","103","65","242","27","20","20","205.3","63","133","1.3","0.1","31.2","4.9",0,NA,0,NA,0,NA,15.723,1.18,103,65,242,27,20,20,205.3,63,133,1.3,0.1,31.2,4.9,15.723,1.18,NA,NA,NA,2011,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"MONTANE GRASSLAND",1500.492,44.20517707,-122.1284473,1078,4.8,11.7,0.4,58.66,22.3,-6.6,28.9,-1.4,12.6,12.7,-2,1898,325,26,65,917,129,133,850,2.3085,820,2.8441,"Experimental (Full Factorial)","1","0","0","0","N",2008,2008,4,1,53.5,0,54.5,1,7,0,8,24,50,31,2,6.25,54.05,83.9,137.95,NA,NA,NA,NA,17.095,1.275,76,107,565,33,34,26,2.9,30,105,1.2,0.3,5,NA,NA,NA,NA,8,1.530674733,3.638897397,0.736098949,68,31.1,0.8,"look.us.2",32,410,"N",734.7593418,0.89751537,818.6593418,0.321397425,0.257861681,0.450147907,6.599543019,0.415326079575597,4.15326079575597,"look.us.2",157.23,65.3017194916711,6530.17194916711,6952.33527639699,8.78418855410865,4.17901836812056,4.42962561347316
"418","look.us",29,3,2011,2011,"N",4,"16.314","1.12","32","125","358","59","20","19","101.2","51","83","1.1","0.2","29.9","4.8",0,NA,0,NA,0,NA,16.314,1.12,32,125,358,59,20,19,101.2,51,83,1.1,0.2,29.9,4.8,16.314,1.12,NA,NA,NA,2011,"Lookout (Andrews LTER)","North America","US","Montane West (North America)",0,0,0,0,"MONTANE GRASSLAND",1500.492,44.20517707,-122.1284473,1078,4.8,11.7,0.4,58.66,22.3,-6.6,28.9,-1.4,12.6,12.7,-2,1898,325,26,65,917,129,133,850,2.3085,820,2.8441,"Experimental (Full Factorial)","1","0","0","0","N",2008,2008,4,0,173,0,173,0,7,0,7,24,50,31,2,7.1429,101.15,148.9,250.05,NA,NA,NA,NA,12.701,0.895,34,112,277,35,32,30,1.4,20,64,1.6,0.5,5.1,NA,NA,NA,NA,7,1.497290233,3.552403561,0.769454969,72,27.1,0.8,"look.us.3",28,419,"N",811.6793048,0.844989373,960.5793048,0.321397425,0.257861681,0.450147907,6.699105317,0.449726777188329,4.49726777188329,"look.us.3",163.14,73.368426430504,7336.8426430504,6952.33527639699,8.90066387144167,4.29549368545358,5.00327493968996
"443","mtca.au",11,2,2011,2011,"P",3,"0.837","0.05","118","208","912","83","14","47","2.9","38","503","1","0.5","2","6.1",0,NA,0,NA,0,NA,0.837,0.05,118,208,912,83,14,47,2.9,38,503,1,0.5,2,6.1,0.837,0.05,NA,NA,NA,2011,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"SAVANNA",285,-31.782138,117.610853,-1175,17.3,13.9,0.48,52.55,33.4,4.9,28.5,11.9,22.4,24.1,10.9,330,58,11,55,152,37,44,147,0.2186,1505,1.0662,"Experimental (Full Factorial)","0","1","0","0","P",2009,2009,3,54,31.5,0,88.5,7,4,0,12,39,63,41,18,5.25,1.8,210.635,212.435,NA,0.903542234,1835,1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1.701744516,4.436906954,0.684832372,81,13.3,5.6,"mtca.au.2",19,701,"P",112.4249371,0.348000244,323.0599371,0.880597947,0.240089188,0.191559079,4.722285773,0.834807857142857,8.34807857142857,"mtca.au.2",8.37,6.98734176428571,698.734176428571,1181.99535346667,6.54927037867239,1.9441001926843,5.3501267777244
"445","mtca.au",13,2,2011,2011,"N",3,"1.318","0.091","14","212","285","51","15","36","1.8","22","233","1","0.3","1.2","6",0,NA,0,NA,0,NA,1.318,0.091,14,212,285,51,15,36,1.8,22,233,1,0.3,1.2,6,1.318,0.091,NA,NA,NA,2011,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"SAVANNA",285,-31.782138,117.610853,-1175,17.3,13.9,0.48,52.55,33.4,4.9,28.5,11.9,22.4,24.1,10.9,330,58,11,55,152,37,44,147,0.2186,1505,1.0662,"Experimental (Full Factorial)","1","0","0","0","N",2009,2009,3,6.5,43.5,0,70,6,7,0,14,39,63,41,18,4.5,NA,175.5,175.5,NA,0.911087866,1912,1742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1.645583397,3.571428571,0.623549697,81,13.3,5.6,"mtca.au.2",19,703,"N",116.5108278,0.398994889,292.0108278,0.880597947,0.240089188,0.191559079,4.757984211,1.0062064,10.062064,"mtca.au.2",13.18,13.261800352,1326.1800352,1181.99535346667,7.19005793468181,2.58488774869371,5.16763904290592
"448","mtca.au",1,1,2011,2011,"N",3,"0.983","0.073","13","222","370","62","14","47","1","39","128","1","0.3","1.2","5.7",0,NA,0,NA,0,NA,0.983,0.073,13,222,370,62,14,47,1,39,128,1,0.3,1.2,5.7,0.983,0.073,NA,NA,NA,2011,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"SAVANNA",285,-31.782138,117.610853,-1175,17.3,13.9,0.48,52.55,33.4,4.9,28.5,11.9,22.4,24.1,10.9,330,58,11,55,152,37,44,147,0.2186,1505,1.0662,"Experimental (Full Factorial)","1","0","0","0","N",2009,2009,3,46,21,1,78,5,8,1,15,39,63,41,18,4.2,NA,93.25,93.25,NA,0.785227868,1909,1499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1.893974276,5.034340091,0.699386693,81,12.3,6.6,"mtca.au.1",19,691,"N",81.49353418,0.466360799,174.7435342,0.880597947,0.240089188,0.191559079,4.400523682,1.22674050612245,12.2674050612245,"mtca.au.1",9.83,12.0588591751837,1205.88591751837,1181.99535346667,7.09496977705676,2.48979959106866,4.53528405852393
"450","mtca.au",3,1,2011,2011,"NP",3,"0.959","0.073","139","218","435","62","13","35","2.1","34","255","1","0.3","1.2","5.8",0,NA,0,NA,0,NA,0.959,0.073,139,218,435,62,13,35,2.1,34,255,1,0.3,1.2,5.8,0.959,0.073,NA,NA,NA,2011,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"SAVANNA",285,-31.782138,117.610853,-1175,17.3,13.9,0.48,52.55,33.4,4.9,28.5,11.9,22.4,24.1,10.9,330,58,11,55,152,37,44,147,0.2186,1505,1.0662,"Experimental (Full Factorial)","1","1","0","0","NP",2009,2009,3,64,4.5,0,73.5,4,8,0,13,39,63,41,18,4.8462,1.1,159.1,160.2,NA,0.684182869,1903,1302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1.628676294,3.741818182,0.634974055,81,12.3,6.6,"mtca.au.1",19,693,"NP",124.0724457,0.438151549,283.1724457,0.880597947,0.240089188,0.191559079,4.820865635,1.09846773469388,10.9846773469388,"mtca.au.1",9.59,10.5343055757143,1053.43055757143,1181.99535346667,6.95980731514519,2.3546371291571,5.06953293534374
"452","mtca.au",6,1,2011,2011,"P",3,"1.059","0.06","107","221","679","76","11","34","1.8","38","168","1","0.3","1.6","6",1,0.785,0,NA,0,NA,1.059,0.06,107,221,679,76,11,34,1.8,38,168,1,0.3,1.6,6,0.785,0.06,NA,NA,NA,2011,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"SAVANNA",285,-31.782138,117.610853,-1175,17.3,13.9,0.48,52.55,33.4,4.9,28.5,11.9,22.4,24.1,10.9,330,58,11,55,152,37,44,147,0.2186,1505,1.0662,"Experimental (Full Factorial)","0","1","0","0","P",2009,2009,3,62,14,0,96,6,6,0,13,39,63,41,18,4.8462,NA,185.25,185.25,NA,0.842797056,1902,1603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1.780767284,4.833988985,0.694269959,81,12.3,6.6,"mtca.au.1",19,696,"P",331.725185,0.641665586,516.975185,0.880597947,0.240089188,0.191559079,5.80430687,0.896770432653061,8.96770432653061,"mtca.au.1",7.85,7.03964789632653,703.964789632653,1181.99535346667,6.55672834018092,1.95155815419283,5.2217062641762
"454","mtca.au",8,1,2011,2011,"Control",3,"0.907","0.055","10","262","312","63","14","43","3","21","498","1.1","0.5","1.3","5.9",0,NA,0,NA,0,NA,0.907,0.055,10,262,312,63,14,43,3,21,498,1.1,0.5,1.3,5.9,0.907,0.055,NA,NA,NA,2011,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"SAVANNA",285,-31.782138,117.610853,-1175,17.3,13.9,0.48,52.55,33.4,4.9,28.5,11.9,22.4,24.1,10.9,330,58,11,55,152,37,44,147,0.2186,1505,1.0662,"Experimental (Full Factorial)","0","0","0","0","Control",2009,2009,3,4.5,62.5,0,67,4,7,0,11,39,63,41,18,5.7273,NA,147.55,147.55,NA,0.880709296,1861,1639,1.121,0.081,9,190,444,60,14,65,0.8,22,56,1,0.5,5.1,80,12.3,7.6,"Loamy Sand",11,1.151034544,2.478741027,0.480018689,81,12.3,6.6,"mtca.au.1",19,698,"Control",50.17750742,0.253771001,197.7275074,0.880597947,0.240089188,0.191559079,3.915566867,0.947128853061225,9.47128853061225,"mtca.au.1",9.07,8.59045869726531,859.045869726531,1181.99535346667,6.75582231954174,2.15065213355364,4.99416710138895
"456","mtca.au",28,3,2011,2011,"NP",3,"1.921","0.146","115","200","409","52","13","33","1.2","18","270","1","0.5","2","5.4",0,NA,0,NA,0,NA,1.921,0.146,115,200,409,52,13,33,1.2,18,270,1,0.5,2,5.4,1.921,0.146,NA,NA,NA,2011,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"SAVANNA",285,-31.782138,117.610853,-1175,17.3,13.9,0.48,52.55,33.4,4.9,28.5,11.9,22.4,24.1,10.9,330,58,11,55,152,37,44,147,0.2186,1505,1.0662,"Experimental (Full Factorial)","1","1","0","0","NP",2009,2009,3,84,1.5,0,86,5,3,0,9,39,63,41,18,7,NA,181.15,181.15,NA,0.713661202,1830,1306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.993451113,2.170824773,0.452139087,84,8.3,7.6,"mtca.au.3",16,718,"NP",479.6031556,0.725843156,660.7531556,0.880597947,0.240089188,0.191559079,6.172959003,0.978007510204082,9.78007510204082,"mtca.au.3",19.21,18.7875242710204,1878.75242710204,1181.99535346667,7.53836323293703,2.93319304694894,5.19932541734109
"459","mtca.au",16,2,2011,2011,"Control",3,"0.775","0.053","16","252","317","67","10","33","93.6","27","182","1","0.5","1.1","6.1",0,NA,0,NA,0,NA,0.775,0.053,16,252,317,67,10,33,93.6,27,182,1,0.5,1.1,6.1,0.775,0.053,NA,NA,NA,2011,"Mt. Caroline","Australia","AU","Australia",0,0,0,0,"SAVANNA",285,-31.782138,117.610853,-1175,17.3,13.9,0.48,52.55,33.4,4.9,28.5,11.9,22.4,24.1,10.9,330,58,11,55,152,37,44,147,0.2186,1505,1.0662,"Experimental (Full Factorial)","0","0","0","0","Control",2009,2009,3,6.5,47.5,0,64,5,6,0,12,39,63,41,18,5.25,NA,232.9,232.9,NA,0.994073276,1856,1845,1.373,0.086,10,190,291,55,9,32,1,20,60,1.2,0.3,5.3,82,14.3,3.6,"Loamy Sand",12,1.331098133,2.35605407,0.535673295,81,13.3,5.6,"mtca.au.2",19,706,"Control",78.85001449,0.25292706,311.7500145,0.880597947,0.240089188,0.191559079,4.367547497,1.0894661755102,10.894661755102,"mtca.au.2",7.75,8.44336286020408,844.336286020408,1181.99535346667,6.73855085839071,2.13338067240261,5.4506091768903
